1
1
draft,vol,Mass,lcg,tcg,vcg,FSM
13.813011999999999,0.19246205983983877,0.19246205983983877,155.1590130363405,0,13.812512008130222,0
13.913011999999998,19.53326316849639,19.53326316849639,155.17188036464952,0,13.862594088129182,0
14.013011999999998,39.05423478729052,39.05423478729052,155.18338154098606,0,13.912824841314514,0
14.113011999999998,58.751347357997425,58.751347357997425,155.19430743294853,0,13.963201911194824,0
14.213011999999997,78.69572332893634,78.69572332893634,155.21168351964286,0,14.01387688943844,0
14.313011999999997,98.87208918266049,98.87208918266049,155.230348325791,0,14.064732996005826,0
14.413011999999997,119.24045066811341,119.24045066811341,155.24708191934107,0,14.115697445501556,0
14.513011999999996,139.78956402183022,139.78956402183022,155.26204891420406,0,14.166763402482566,0
14.613011999999996,160.5273517419074,160.5273517419074,155.27624198615763,0,14.217964951718086,0
14.713011999999996,181.5582533020241,181.5582533020241,155.2942104047464,0,14.269526312839107,0
14.813011999999995,202.76503641067177,202.76503641067177,155.3103811396624,0,14.321145992871937,0
14.913011999999995,224.14230138391122,224.14230138391122,155.3250467879928,0,14.372832046562692,0
15.013011999999994,245.68955138449041,245.68955138449041,155.33855609202308,0,14.424597245681086,0
15.113011999999994,267.4060165787191,267.4060165787191,155.35114442005315,0,14.4764491856957,0
15.213011999999994,289.33525017701743,289.33525017701743,155.36414736745226,0,14.528494372166636,0
15.313011999999993,311.50334700281246,311.50334700281246,155.37808993511265,0,14.580770871990197,0
15.413011999999993,333.8449939473135,333.8449939473135,155.39126719017236,0,14.633124510614154,0
15.513011999999993,356.3599336663839,356.3599336663839,155.40379858599943,0,14.685561125973415,0
15.613011999999992,379.0714288135517,379.0714288135517,155.41625588413353,0,14.738138113835735,0
15.713011999999992,402.0056400334969,402.0056400334969,155.42913643718845,0,14.790905461587561,0
15.813011999999992,425.1268605930901,425.1268605930901,155.44170502163473,0,14.843778768191532,0
15.913011999999991,448.4360158752718,448.4360158752718,155.45401009519932,0,14.896760735130783,0
16.013011999999993,471.9339311744364,471.9339311744364,155.4660895468732,0,14.949853516559587,0
16.113011999999994,495.6264761043459,495.6264761043459,155.47805273080618,0,15.00306939656375,0
16.213011999999996,519.5181851875167,519.5181851875167,155.48997170427575,0,15.056416288081815,0
16.313011999999997,543.6093103656067,543.6093103656067,155.50184592775344,0,15.109891985471576,0
16.413012,567.8970267165091,567.8970267165091,155.51363386250773,0,15.163488109995095,0
16.513012,592.3862184484726,592.3862184484726,155.52540191912212,0,15.217213180645622,0
16.613012,617.0822528315388,617.0822528315388,155.5372116486463,0,15.271075754740977,0
16.713012000000003,641.9906683385155,641.9906683385155,155.54911772903483,0,15.325083890927987,0
16.813012000000004,667.1208532115934,667.1208532115934,155.56120623019254,0,15.379252952792626,0
16.913012000000005,692.4874543180313,692.4874543180313,155.5735994317069,0,15.433607648235396,0
16.9999152,714.7335081309393,714.7335081309393,155.58468468880284,0,15.481008408316653,0
