0.9
0.985
draft,vol,Mass,lcg,tcg,vcg,FSM
6.75789784,0,0,0,0,0,2.0000000000006747E-05
6.85789784,0.011860231034751856,0.010674207931276672,15.607529786964593,6.585376431562466,6.8242311733332555,0.002100000000000033
6.957897839999999,0.0469723746725827,0.042275137205324435,15.60752978696459,6.68377725489178,6.890897840000094,0.012218749999999879
7.057897839999999,0.1053375935672533,0.09480383421052796,15.607529786964593,6.782178078220887,6.957564506666632,0.042569999999999684
7.157897839999999,0.18695588771876692,0.16826029894689024,15.60752978696459,6.880578901550092,7.0242311733333045,0.09993999999999865
7.257897839999998,0.29182725712712076,0.2626445314144087,15.607529786964589,6.978979724879329,7.090897839999993,0.19440999999999797
7.357897839999998,0.4199517017923167,0.37795653161308507,15.60752978696459,7.077380548208522,7.157564506666651,0.3359599999999972
7.457897839999998,0.5713292217143519,0.5141962995429167,15.607529786964587,7.175781371537779,7.22423117333335,0.5326099999999939
7.557897839999997,0.7459598168932303,0.6713638352039073,15.607529786964593,7.274182194866948,7.290897839999978,0.7943499999999922
7.657897839999997,0.9438423480536057,0.8494581132482452,15.60752979027352,7.372580880621462,7.357564144542946,1.12598
7.7578978399999965,1.1530428576735374,1.0377385719061838,15.607558167567396,7.452656861505529,7.4211252470791615,1.1239800000000002
7.857897839999996,1.3620858887246945,1.2258772998522252,15.607624950254722,7.507955569841142,7.480483326844578,1.1219700000000001
7.957897839999996,1.5709714412070777,1.41387429708637,15.607714827052048,7.548385080712524,7.537314025389595,1.11898
8.057897839999995,1.779699515120689,1.60172956360862,15.607819690064384,7.579192128915723,7.59250465733763,1.11698
8.157897839999995,1.9882701104655252,1.7894430994189727,15.607934844461639,7.603414841947161,7.6465690171332925,1.11498
8.257897839999995,2.1966832272415866,1.977014904517428,15.608057383571738,7.622934223489837,7.699825206163048,1.1129700000000002
8.357897839999994,2.4049388654488744,2.164444978903987,15.608185411578836,7.6389771483994116,7.752480699379108,1.1099800000000002
8.457897839999994,2.61303702508739,2.351733322578651,15.608317639256562,7.652377965274978,7.8046765875842565,1.1079800000000002
8.557897839999994,2.8209777061571324,2.538879935541419,15.608453159344247,7.663723851365451,7.856512159885815,1.1059800000000002
8.657897839999993,3.0287609086580987,2.7258848177922888,15.608591314855941,7.673440030320987,7.908059315740802,1.1039700000000003
8.757897839999993,3.2363866325902935,2.912747969331264,15.608731618358865,7.681842007405568,7.959371398986505,1.10098
8.857897839999993,3.4438548779537124,3.099469390158341,15.608873700601016,7.689168812779861,8.010488819951922,1.09898
8.957897839999992,3.6511656447483576,3.286049080273522,15.609017276749794,7.695604848610361,8.061442750245604,1.09698
9.057897839999992,3.858318932974231,3.4724870396768077,15.609162123578889,7.701294651525723,8.112257619385561,1.0949700000000002
9.157897839999992,4.06531474263133,3.6587832683681967,15.609308063673753,7.706353113323564,8.162952843327425,1.0919800000000002
9.257897839999991,4.272153073719654,3.8449377663476887,15.609454954259304,7.710872710592327,8.213544047139619,1.0899800000000002
9.35789783999999,4.478833926239205,4.030950533615285,15.609602679145175,7.714928716983692,8.26404394650403,1.0879800000000002
9.45789783999999,4.685357300189983,4.216821570170985,15.609751142818654,7.718583025690246,8.314462994174214,1.0859800000000002
9.55789783999999,4.891723195571985,4.402550876014787,15.609900266045656,7.721886996068508,8.364809861396882,1.0839800000000002
9.65789783999999,5.0979316123852145,4.588138451146693,15.610049982548926,7.724883603196376,8.415091801445497,1.0819800000000002
9.75789783999999,5.303982550629672,4.773584295566705,15.61020023646775,7.727609081698737,8.465314927624373,1.0799700000000003
9.857897839999989,5.509876010305354,4.958888409274818,15.61035098039278,7.730094197419005,8.515484428334018,1.0769800000000003
9.957897839999989,5.7156119914122625,5.144050792271036,15.610502173829596,7.732365241658641,8.565604735217084,1.0749800000000003
10.057897839999988,5.921190493950397,5.329071444555358,15.610653781985688,7.73444481612029,8.615679655908092,1.072977777777778
10.157897839999988,6.126611517919758,5.513950366127783,15.61080577480415,7.736352458214116,8.665712479785348,1.0662300000000535
10.257897839999988,6.234204058918033,5.61078365302623,15.617396428883593,7.738107430735676,8.692320371282637,0.297000000003693
10.258897440000002,6.235269736910453,5.611742763219408,15.617461818157137,7.7381246663956516,8.692588031568414,0
