1
1
draft,vol,Mass,lcg,tcg,vcg,FSM
0.001,0.028205253550670398,0.028205253550670398,24.644009050439994,-2.4823334676407867,0.00033333333333333327,0
0.101,2.847015689874789,2.847015689874789,24.640060043489715,-2.5379726188295373,0.03366244135181733,0
0.201,5.6004590204239975,5.6004590204239975,24.53937781662997,-2.598258710180379,0.06675941482207598,0
0.30100000000000005,8.528688536025866,8.528688536025866,24.42525532923269,-2.670189858204306,0.10161949982950409,0
0.401,11.576473244430037,11.576473244430037,24.336293507314107,-2.746188903356221,0.13708986194999737,0
0.501,14.68677533808354,14.68677533808354,24.25811032659263,-2.8151885455212904,0.17220730987447755,0
0.601,17.780754120038036,17.780754120038036,24.21151696228864,-2.8838656849415614,0.2065625825078606,0
0.701,20.92878123520937,20.92878123520937,24.182961067463562,-2.952679900252908,0.24111618461813908,0
0.8009999999999999,24.180469986670317,24.180469986670317,24.14767927609092,-3.017466831542189,0.27634308214660536,0
0.9009999999999999,27.476386298251917,27.476386298251917,24.13152305620044,-3.083369384867024,0.31154452639395747,0
1.001,30.88554210376767,30.88554210376767,24.08949593267074,-3.143091595414425,0.3476248874861841,0
1.101,34.46930374256623,34.46930374256623,24.030669604125002,-3.1992302712595655,0.3849285013919057,0
1.1548872000000001,93.78850136803405,93.78850136803405,23.645499750975315,-2.3948309938792884,0.6312541423782138,0
