1.025
0.985
draft,vol,Mass,lcg,tcg,vcg,FSM
0.001,0.10540841047393681,0.10804362073578523,41.256835338420245,4.528268707205152,0.0005000487225214068,23.571348837209307
0.101,10.916912291919898,11.189835099217895,41.27858652286799,4.6616552198699415,0.050890435902749914,1092.70905
0.201,22.19151262171994,22.74630043726294,41.28389686650379,4.777198538873629,0.10190778273575271,1220.10457
0.30100000000000005,33.83864818475251,34.68461438937132,41.28046013700735,4.877928765827702,0.15331306988095908,1336.6237800000001
0.401,45.83759429472842,46.983534152096624,41.27421427740682,4.97289620325151,0.20512192017287537,1449.25479
0.501,58.124734771316646,59.57785314059956,41.269735543800174,5.059155757069855,0.25713742623869174,1547.33051
0.601,70.67282974259726,72.43965048616218,41.267563010140634,5.1389305342752625,0.30934335057504014,1645.0294000000001
0.701,83.4729150641678,85.55973794077198,41.26693056976469,5.21450476772446,0.3617583898182708,1737.32158
0.8009999999999999,96.46577181760112,98.87741611304114,41.265033602150154,5.283286684377869,0.41419951373309016,1805.10206
0.9009999999999999,109.62818975406154,112.36889449791306,41.26155401599241,5.346187662266228,0.4666564919779554,1874.94547
1.001,122.94596484589856,126.01961396704601,41.25738302754465,5.404286729616688,0.5191298706956986,1928.59172
1.101,136.36881582335016,139.7780362189339,41.25401314667131,5.456403373908057,0.5714882400958258,1972.27064
1.201,149.89190862408148,153.6392063396835,41.251363463182905,5.503884806216958,0.6237767640646733,2016.6416100000001
1.3010000000000002,163.5152432480925,167.60312432929481,41.2492601641655,5.5478553658120955,0.6760392149889787,2061.70963
1.4010000000000002,177.23881969538317,181.66979018776775,41.2475808259881,5.589106891604032,0.7283060451138397,2107.33537
1.5010000000000003,191.04987315170428,195.82611998049686,41.24603630967942,5.62772168096773,0.78055279176129,2139.3063700000002
1.6010000000000004,204.92053950638993,210.04355299404966,41.24443278195513,5.663226517999705,0.8327050763308846,2142.8979199999926
1.7010000000000005,212.8205172552833,218.14103018666538,41.24404998688008,5.7079425122483345,0.8623733724584829,5.385580000000003
1.8010000000000006,214.72512003855562,220.0932480395195,41.24472283107135,5.764648508728589,0.8702575571062443,5.843230000000003
1.9010000000000007,216.68006106044496,222.09706258695607,41.24507467429771,5.8220328894719815,0.8791079126204739,6.266350000000003
2.001000000000001,218.68305114583137,224.15012742447715,41.24506658263198,5.8799740574447,0.888927525864984,6.700450000000003
2.101000000000001,220.72543293946387,226.24356876295045,41.24481720102822,5.938147635905733,0.899681539981425,7.044030000000001
