1
0.985
draft,vol,Mass,lcg,tcg,vcg,FSM
0.001,0,0,0,-0,0,0.36957
0.101,0.8070073800863256,0.8070073800863256,34.50339874642031,-0.9108613644499074,0.06733333333333333,38.48075757575758
0.201,3.1961045749561348,3.1961045749561348,34.503378439309174,-2.2874514070846184,0.13399909536126672,296.05169
0.30100000000000005,6.716410496778565,6.716410496778565,34.40289439690081,-3.0832166560411522,0.19618885436615238,335.75419
0.401,10.722941078996751,10.722941078996751,34.29197467857617,-3.45476238243773,0.2542525084600212,368.93120999999996
0.501,15.012374201087368,15.012374201087368,34.21129418719633,-3.6890543608369994,0.31062550867037214,407.90509000000003
0.601,19.550520600473156,19.550520600473156,34.149629495295365,-3.8730355547503375,0.366517804638212,452.13842000000005
0.701,24.336893627244166,24.336893627244166,34.097789541941765,-4.0349020461584,0.4225490409256142,498.79056
0.8009999999999999,29.335865266516734,29.335865266516734,34.053811848004926,-4.179723907333056,0.4785738219204071,546.47763
0.9009999999999999,34.53280902166435,34.53280902166435,34.01685728149516,-4.314452197101123,0.534667164863033,597.1077799999999
1.001,39.8749299645634,39.8749299645634,33.986931799863434,-4.435753036889866,0.5904685834831551,634.6468299999999
1.101,45.336200113170605,45.336200113170605,33.96296437540367,-4.545131558069318,0.6459689871661667,678.37695
1.201,50.94635342260853,50.94635342260853,33.94359882137584,-4.650597376532669,0.7016079107045451,736.3890000000001
1.3010000000000002,56.6737179061189,56.6737179061189,33.92748096840291,-4.749188678381064,0.7571397783135821,766.2336100000001
1.4010000000000002,62.45904608204121,62.45904608204121,33.91339203422771,-4.835622826259139,0.8121530403481286,780.7003
1.5010000000000003,68.29351190701568,68.29351190701568,33.900563839375614,-4.911800357039662,0.8667374332311858,795.7401300000001
1.6010000000000004,74.18039184538601,74.18039184538601,33.88857758743669,-4.98033562164199,0.9210457267680038,811.72855
1.7010000000000005,80.11751600851521,80.11751600851521,33.877331083261,-5.042736315656011,0.9751436929927815,825.2414400000001
1.8010000000000006,86.08375820069922,86.08375820069922,33.86708182089364,-5.098670931345372,1.0289191308195424,834.6281600000001
1.9010000000000007,92.08692131801075,92.08692131801075,33.8575410906052,-5.149955284143799,1.0825142836504555,848.24823
2.001000000000001,98.12932675982138,98.12932675982138,33.848559614330384,-5.1975929317007,1.1359954375300783,862.2741000000001
2.101000000000001,104.21069217700736,104.21069217700736,33.840053671503405,-5.2421944278900225,1.1893949530474888,876.6011600000002
2.201000000000001,110.33175368822255,110.33175368822255,33.83194528739431,-5.284307798487269,1.2427467244779427,892.6325000000002
2.301000000000001,116.4965266754021,116.4965266754021,33.82413720057939,-5.324574714899533,1.2961047176965999,910.1884100000002
2.401000000000001,122.70549844292415,122.70549844292415,33.816587583554195,-5.363311455020695,1.3494860529407606,928.3354200000002
2.5010000000000012,128.95866899078877,128.95866899078877,33.809266865268405,-5.400750040308749,1.4029010187502675,947.0835000000002
2.6010000000000013,135.25603831899596,135.25603831899596,33.80215047507697,-5.437082281760355,1.4563579418074466,966.4403636363639
2.67989304,140.2554142102,140.2554142102,33.79666669841673,-5.465070993538364,1.4985658293622959,0
